,y,x1,x2,x3,x4,x5
sample_5291,0.232,0.837,0.836,0.534,0.742,0.698
sample_5292,0.232,0.839,0.833,0.532,0.759,0.701
sample_5293,0.232,0.841,0.829,0.531,0.746,0.704
sample_5294,0.232,0.837,0.838,0.529,0.717,0.704
sample_5295,0.232,0.835,0.832,0.529,0.698,0.705
sample_5296,0.232,0.836,0.837,0.528,0.71,0.701
sample_5297,0.232,0.839,0.844,0.523,0.738,0.698
sample_5298,0.232,0.84,0.836,0.519,0.765,0.701
sample_5299,0.232,0.835,0.831,0.518,0.721,0.699
sample_5300,0.232,0.83,0.82,0.523,0.725,0.699
sample_5301,0.187,0.824,0.812,0.523,0.759,0.704
sample_5302,0.187,0.821,0.818,0.52,0.734,0.705
sample_5303,0.187,0.825,0.83,0.514,0.734,0.701
sample_5304,0.187,0.832,0.828,0.505,0.748,0.7
sample_5305,0.187,0.842,0.829,0.501,0.749,0.7
sample_5306,0.187,0.861,0.851,0.504,0.736,0.697
sample_5307,0.187,0.88,0.884,0.509,0.726,0.689
sample_5308,0.187,0.878,0.9,0.518,0.717,0.687
sample_5309,0.187,0.876,0.898,0.524,0.708,0.69
sample_5310,0.187,0.878,0.898,0.52,0.712,0.693
sample_5311,0.187,0.877,0.896,0.517,0.719,0.699
sample_5312,0.187,0.876,0.896,0.511,0.714,0.706
sample_5313,0.187,0.872,0.901,0.501,0.724,0.705
sample_5314,0.187,0.874,0.905,0.501,0.751,0.701
sample_5315,0.187,0.882,0.908,0.504,0.74,0.699
sample_5316,0.187,0.887,0.903,0.496,0.742,0.702
sample_5317,0.187,0.888,0.903,0.493,0.751,0.699
sample_5318,0.187,0.889,0.899,0.508,0.718,0.699
sample_5319,0.187,0.893,0.9,0.515,0.721,0.699
sample_5320,0.187,0.914,0.909,0.515,0.712,0.691
sample_5321,0.157,0.962,0.924,0.522,0.717,0.691
sample_5322,0.157,0.996,0.957,0.541,0.75,0.693
sample_5323,0.157,0.998,0.972,0.549,0.743,0.695
sample_5324,0.157,1,0.98,0.565,0.723,0.692
sample_5325,0.157,0.999,0.979,0.591,0.719,0.693
sample_5326,0.157,0.991,0.974,0.595,0.699,0.7
sample_5327,0.157,0.984,0.987,0.595,0.69,0.701
sample_5328,0.157,0.981,0.978,0.588,0.712,0.706
sample_5329,0.157,0.976,0.985,0.582,0.733,0.699
sample_5330,0.157,0.975,0.997,0.575,0.734,0.692
sample_5331,0.157,0.977,0.987,0.564,0.71,0.699
sample_5332,0.157,0.978,0.978,0.562,0.735,0.706
sample_5333,0.157,0.979,0.982,0.567,0.762,0.704
sample_5334,0.157,0.984,0.983,0.571,0.738,0.7
sample_5335,0.157,0.992,0.98,0.573,0.725,0.701
sample_5336,0.157,0.99,0.99,0.582,0.703,0.694
sample_5337,0.157,0.981,0.989,0.583,0.725,0.693
sample_5338,0.157,0.977,0.988,0.575,0.74,0.698
sample_5339,0.157,0.977,0.978,0.573,0.724,0.703
sample_5340,0.157,0.979,0.98,0.58,0.733,0.699
sample_5341,0.153,0.978,0.98,0.581,0.708,0.697
sample_5342,0.153,0.979,0.975,0.581,0.711,0.697
sample_5343,0.153,0.983,0.976,0.582,0.725,0.693
sample_5344,0.153,0.981,0.973,0.578,0.734,0.694
sample_5345,0.153,0.981,0.987,0.589,0.736,0.686
sample_5346,0.153,0.975,0.981,0.588,0.714,0.694
sample_5347,0.153,0.96,0.977,0.59,0.709,0.704
sample_5348,0.153,0.942,0.985,0.592,0.707,0.701
sample_5349,0.153,0.926,0.984,0.571,0.707,0.705
sample_5350,0.153,0.923,0.984,0.546,0.703,0.71
sample_5351,0.153,0.93,0.995,0.526,0.709,0.708
sample_5352,0.153,0.932,0.983,0.522,0.725,0.709
sample_5353,0.153,0.927,0.986,0.52,0.721,0.703
sample_5354,0.153,0.928,0.986,0.518,0.727,0.704
sample_5355,0.153,0.926,0.975,0.514,0.72,0.716
sample_5356,0.153,0.919,0.985,0.511,0.744,0.707
sample_5357,0.153,0.92,0.985,0.51,0.764,0.705
sample_5358,0.153,0.93,0.992,0.499,0.739,0.708
sample_5359,0.153,0.938,0.994,0.5,0.734,0.699
sample_5360,0.153,0.941,1,0.507,0.722,0.693
sample_5361,0.174,0.942,1,0.516,0.725,0.695
sample_5362,0.174,0.938,0.994,0.512,0.753,0.699
sample_5363,0.174,0.931,0.988,0.516,0.772,0.696
sample_5364,0.174,0.925,0.982,0.523,0.751,0.695
sample_5365,0.174,0.923,0.987,0.525,0.727,0.696
sample_5366,0.174,0.918,0.995,0.527,0.764,0.693
sample_5367,0.174,0.912,0.991,0.518,0.786,0.698
sample_5368,0.174,0.909,0.983,0.517,0.747,0.704
sample_5369,0.174,0.863,0.96,0.512,0.728,0.705
sample_5370,0.174,0.818,0.916,0.504,0.752,0.71
sample_5371,0.174,0.831,0.899,0.503,0.747,0.712
sample_5372,0.174,0.84,0.891,0.502,0.738,0.703
sample_5373,0.174,0.844,0.893,0.499,0.741,0.697
sample_5374,0.174,0.838,0.906,0.518,0.729,0.692
sample_5375,0.174,0.822,0.903,0.564,0.729,0.688
sample_5376,0.174,0.808,0.9,0.59,0.746,0.691
sample_5377,0.174,0.796,0.896,0.589,0.765,0.698
sample_5378,0.174,0.791,0.892,0.588,0.747,0.703
sample_5379,0.174,0.792,0.895,0.585,0.729,0.702
sample_5380,0.174,0.798,0.894,0.581,0.724,0.701
sample_5381,0.133,0.806,0.897,0.583,0.73,0.699
sample_5382,0.133,0.812,0.9,0.579,0.753,0.696
sample_5383,0.133,0.82,0.903,0.577,0.746,0.694
sample_5384,0.133,0.825,0.897,0.572,0.724,0.7
sample_5385,0.133,0.825,0.905,0.563,0.743,0.701
sample_5386,0.133,0.83,0.91,0.553,0.749,0.696
sample_5387,0.133,0.841,0.908,0.545,0.725,0.695
sample_5388,0.133,0.852,0.906,0.541,0.732,0.696
sample_5389,0.133,0.865,0.893,0.537,0.745,0.7
sample_5390,0.133,0.874,0.893,0.535,0.739,0.701
sample_5391,0.133,0.873,0.899,0.549,0.715,0.694
sample_5392,0.133,0.867,0.896,0.567,0.722,0.69
sample_5393,0.133,0.861,0.893,0.567,0.731,0.697
sample_5394,0.133,0.855,0.884,0.56,0.719,0.705
sample_5395,0.133,0.851,0.886,0.545,0.737,0.706
sample_5396,0.133,0.85,0.896,0.534,0.762,0.707
sample_5397,0.133,0.848,0.91,0.527,0.745,0.704
sample_5398,0.133,0.846,0.899,0.523,0.72,0.709
sample_5399,0.133,0.842,0.895,0.528,0.711,0.708
sample_5400,0.133,0.838,0.901,0.525,0.72,0.704
sample_5401,0.236,0.837,0.9,0.52,0.748,0.699
sample_5402,0.236,0.84,0.892,0.518,0.746,0.7
sample_5403,0.236,0.843,0.875,0.505,0.734,0.707
sample_5404,0.236,0.849,0.882,0.494,0.758,0.703
sample_5405,0.236,0.854,0.895,0.495,0.761,0.697
sample_5406,0.236,0.856,0.903,0.498,0.755,0.695
sample_5407,0.236,0.858,0.901,0.501,0.739,0.697
sample_5408,0.236,0.859,0.889,0.51,0.732,0.698
sample_5409,0.236,0.855,0.897,0.523,0.728,0.692
sample_5410,0.236,0.851,0.897,0.53,0.73,0.694
sample_5411,0.236,0.852,0.884,0.529,0.748,0.7
sample_5412,0.236,0.853,0.896,0.522,0.744,0.697
sample_5413,0.236,0.853,0.904,0.517,0.73,0.694
sample_5414,0.236,0.854,0.893,0.522,0.726,0.694
sample_5415,0.236,0.855,0.888,0.52,0.708,0.697
sample_5416,0.236,0.854,0.886,0.51,0.701,0.705
sample_5417,0.236,0.851,0.878,0.507,0.719,0.71
sample_5418,0.236,0.852,0.895,0.502,0.744,0.7
sample_5419,0.236,0.857,0.902,0.494,0.746,0.698
sample_5420,0.236,0.865,0.884,0.499,0.733,0.706
sample_5421,0.173,0.865,0.899,0.504,0.712,0.701
sample_5422,0.173,0.862,0.905,0.504,0.746,0.697
sample_5423,0.173,0.861,0.9,0.504,0.764,0.698
sample_5424,0.173,0.852,0.896,0.511,0.733,0.7
sample_5425,0.173,0.842,0.891,0.519,0.747,0.706
sample_5426,0.173,0.834,0.9,0.517,0.74,0.704
sample_5427,0.173,0.828,0.896,0.511,0.74,0.706
sample_5428,0.173,0.824,0.888,0.507,0.725,0.71
sample_5429,0.173,0.825,0.9,0.495,0.693,0.704
sample_5430,0.173,0.831,0.91,0.493,0.726,0.698
sample_5431,0.173,0.836,0.899,0.488,0.746,0.704
sample_5432,0.173,0.837,0.892,0.482,0.719,0.704
sample_5433,0.173,0.835,0.9,0.483,0.736,0.695
sample_5434,0.173,0.832,0.902,0.481,0.73,0.693
sample_5435,0.173,0.831,0.901,0.477,0.721,0.694
sample_5436,0.173,0.829,0.909,0.476,0.746,0.695
sample_5437,0.173,0.83,0.916,0.476,0.747,0.696
sample_5438,0.173,0.832,0.915,0.473,0.731,0.697
sample_5439,0.173,0.83,0.917,0.468,0.735,0.697
sample_5440,0.173,0.83,0.914,0.468,0.73,0.698
sample_5441,0.21,0.831,0.91,0.464,0.746,0.697
sample_5442,0.21,0.828,0.906,0.453,0.761,0.696
sample_5443,0.21,0.83,0.903,0.451,0.747,0.698
sample_5444,0.21,0.837,0.895,0.452,0.732,0.702
sample_5445,0.21,0.843,0.887,0.453,0.712,0.704
sample_5446,0.21,0.844,0.885,0.451,0.706,0.704
sample_5447,0.21,0.843,0.892,0.448,0.72,0.702
sample_5448,0.21,0.842,0.903,0.443,0.734,0.703
sample_5449,0.21,0.845,0.901,0.439,0.749,0.701
sample_5450,0.21,0.848,0.905,0.442,0.736,0.697
sample_5451,0.21,0.851,0.896,0.447,0.692,0.7
sample_5452,0.21,0.852,0.895,0.445,0.731,0.697
sample_5453,0.21,0.852,0.893,0.44,0.787,0.698
sample_5454,0.21,0.852,0.89,0.441,0.792,0.699
sample_5455,0.21,0.849,0.896,0.443,0.791,0.698
sample_5456,0.21,0.847,0.894,0.444,0.762,0.702
sample_5457,0.21,0.842,0.907,0.446,0.724,0.697
sample_5458,0.21,0.842,0.91,0.445,0.73,0.696
sample_5459,0.21,0.849,0.895,0.441,0.742,0.7
sample_5460,0.21,0.853,0.888,0.433,0.735,0.705
sample_5461,0.182,0.858,0.881,0.434,0.707,0.703
sample_5462,0.182,0.861,0.875,0.445,0.695,0.701
sample_5463,0.182,0.862,0.896,0.45,0.703,0.695
sample_5464,0.182,0.862,0.906,0.444,0.695,0.689
sample_5465,0.182,0.858,0.898,0.448,0.706,0.698
sample_5466,0.182,0.856,0.899,0.441,0.722,0.702
sample_5467,0.182,0.862,0.905,0.43,0.719,0.699
sample_5468,0.182,0.868,0.898,0.428,0.723,0.698
sample_5469,0.182,0.869,0.905,0.429,0.724,0.691
sample_5470,0.182,0.868,0.892,0.434,0.735,0.701
sample_5471,0.182,0.866,0.888,0.427,0.742,0.707
sample_5472,0.182,0.869,0.894,0.422,0.714,0.701
sample_5473,0.182,0.877,0.884,0.43,0.699,0.708
sample_5474,0.182,0.882,0.891,0.431,0.711,0.709
sample_5475,0.182,0.88,0.908,0.424,0.736,0.697
sample_5476,0.182,0.883,0.914,0.43,0.734,0.695
sample_5477,0.182,0.886,0.908,0.436,0.711,0.7
sample_5478,0.182,0.889,0.905,0.435,0.737,0.697
sample_5479,0.182,0.892,0.905,0.43,0.747,0.697
sample_5480,0.182,0.893,0.896,0.436,0.723,0.702
sample_5481,0.158,0.892,0.893,0.445,0.754,0.699
sample_5482,0.158,0.892,0.903,0.446,0.764,0.69
sample_5483,0.158,0.893,0.901,0.452,0.727,0.694
sample_5484,0.158,0.893,0.898,0.463,0.704,0.696
sample_5485,0.158,0.892,0.897,0.466,0.71,0.694
sample_5486,0.158,0.893,0.895,0.47,0.713,0.693
sample_5487,0.158,0.894,0.901,0.468,0.705,0.695
sample_5488,0.158,0.899,0.91,0.469,0.718,0.695
sample_5489,0.158,0.903,0.905,0.471,0.722,0.698
sample_5490,0.158,0.9,0.905,0.463,0.721,0.7
sample_5491,0.158,0.899,0.895,0.465,0.723,0.7
sample_5492,0.158,0.902,0.889,0.466,0.737,0.702
sample_5493,0.158,0.904,0.889,0.464,0.754,0.701
sample_5494,0.158,0.905,0.891,0.468,0.729,0.698
sample_5495,0.158,0.904,0.892,0.479,0.716,0.697
sample_5496,0.158,0.9,0.894,0.486,0.717,0.698
sample_5497,0.158,0.896,0.896,0.482,0.751,0.702
sample_5498,0.158,0.894,0.893,0.476,0.76,0.707
sample_5499,0.158,0.891,0.901,0.464,0.726,0.708
sample_5500,0.158,0.889,0.897,0.453,0.718,0.711
sample_5501,0.187,0.89,0.896,0.45,0.736,0.71
sample_5502,0.187,0.894,0.895,0.446,0.764,0.713
sample_5503,0.187,0.896,0.906,0.44,0.727,0.7
sample_5504,0.187,0.895,0.905,0.444,0.708,0.689
sample_5505,0.187,0.897,0.897,0.451,0.716,0.695
sample_5506,0.187,0.902,0.899,0.45,0.732,0.694
sample_5507,0.187,0.901,0.896,0.453,0.762,0.696
sample_5508,0.187,0.896,0.891,0.454,0.748,0.702
sample_5509,0.187,0.892,0.885,0.455,0.735,0.705
sample_5510,0.187,0.889,0.898,0.458,0.727,0.697
sample_5511,0.187,0.887,0.898,0.459,0.723,0.699
sample_5512,0.187,0.884,0.9,0.454,0.714,0.701
sample_5513,0.187,0.882,0.912,0.448,0.713,0.699
sample_5514,0.187,0.88,0.895,0.444,0.712,0.707
sample_5515,0.187,0.877,0.881,0.435,0.739,0.71
sample_5516,0.187,0.877,0.878,0.425,0.759,0.711
sample_5517,0.187,0.882,0.888,0.422,0.727,0.704
sample_5518,0.187,0.886,0.905,0.414,0.729,0.698
sample_5519,0.187,0.885,0.904,0.417,0.726,0.698
sample_5520,0.187,0.887,0.896,0.421,0.749,0.701
sample_5521,0.19,0.89,0.881,0.419,0.771,0.707
sample_5522,0.19,0.889,0.887,0.424,0.736,0.699
sample_5523,0.19,0.889,0.904,0.423,0.734,0.69
sample_5524,0.19,0.888,0.893,0.417,0.727,0.697
sample_5525,0.19,0.883,0.893,0.418,0.712,0.698
sample_5526,0.19,0.884,0.897,0.419,0.726,0.696
sample_5527,0.19,0.888,0.9,0.41,0.73,0.698
sample_5528,0.19,0.889,0.911,0.406,0.727,0.698
sample_5529,0.19,0.89,0.899,0.405,0.748,0.701
sample_5530,0.19,0.889,0.893,0.405,0.751,0.701
sample_5531,0.19,0.89,0.898,0.416,0.733,0.695
sample_5532,0.19,0.892,0.902,0.419,0.715,0.693
sample_5533,0.19,0.897,0.896,0.413,0.71,0.698
sample_5534,0.19,0.905,0.892,0.41,0.747,0.703
sample_5535,0.19,0.908,0.899,0.414,0.749,0.702
sample_5536,0.19,0.91,0.902,0.414,0.728,0.701
sample_5537,0.19,0.911,0.9,0.412,0.736,0.702
sample_5538,0.19,0.911,0.9,0.423,0.736,0.697
sample_5539,0.19,0.912,0.904,0.425,0.746,0.688
sample_5540,0.19,0.912,0.9,0.428,0.73,0.688
sample_5541,0.148,0.915,0.896,0.441,0.709,0.693
sample_5542,0.148,0.915,0.893,0.445,0.707,0.698
sample_5543,0.148,0.907,0.897,0.447,0.743,0.695
sample_5544,0.148,0.902,0.904,0.452,0.765,0.693
sample_5545,0.148,0.899,0.9,0.447,0.758,0.703
sample_5546,0.148,0.901,0.899,0.443,0.725,0.702
sample_5547,0.148,0.905,0.898,0.439,0.733,0.697
sample_5548,0.148,0.907,0.894,0.439,0.749,0.701
sample_5549,0.148,0.902,0.894,0.447,0.712,0.7
sample_5550,0.148,0.895,0.89,0.452,0.749,0.702
sample_5551,0.148,0.892,0.896,0.444,0.758,0.702
sample_5552,0.148,0.891,0.893,0.438,0.727,0.706
sample_5553,0.148,0.893,0.881,0.436,0.731,0.71
sample_5554,0.148,0.894,0.888,0.434,0.708,0.709
sample_5555,0.148,0.895,0.885,0.438,0.727,0.707
sample_5556,0.148,0.901,0.877,0.445,0.743,0.704
sample_5557,0.148,0.904,0.878,0.447,0.722,0.704
sample_5558,0.148,0.903,0.887,0.445,0.724,0.705
sample_5559,0.148,0.901,0.887,0.45,0.714,0.706
sample_5560,0.148,0.892,0.896,0.454,0.716,0.699
sample_5561,0.151,0.886,0.896,0.452,0.75,0.7
sample_5562,0.151,0.89,0.894,0.445,0.748,0.702
sample_5563,0.151,0.891,0.9,0.438,0.725,0.702
sample_5564,0.151,0.888,0.897,0.435,0.757,0.698
sample_5565,0.151,0.889,0.903,0.431,0.779,0.69
sample_5566,0.151,0.889,0.895,0.435,0.743,0.699
sample_5567,0.151,0.883,0.875,0.442,0.731,0.708
sample_5568,0.151,0.877,0.883,0.442,0.729,0.709
sample_5569,0.151,0.871,0.91,0.432,0.717,0.701
sample_5570,0.151,0.865,0.9,0.422,0.736,0.699
sample_5571,0.151,0.864,0.888,0.423,0.758,0.695
sample_5572,0.151,0.864,0.902,0.421,0.741,0.69
sample_5573,0.151,0.863,0.907,0.413,0.716,0.693
sample_5574,0.151,0.866,0.901,0.415,0.713,0.694
sample_5575,0.151,0.867,0.897,0.415,0.724,0.695
sample_5576,0.151,0.87,0.895,0.409,0.747,0.699
sample_5577,0.151,0.872,0.891,0.402,0.753,0.705
sample_5578,0.151,0.87,0.901,0.398,0.736,0.704
sample_5579,0.151,0.869,0.901,0.397,0.725,0.701
sample_5580,0.151,0.867,0.874,0.404,0.725,0.708
sample_5581,0.182,0.866,0.873,0.408,0.734,0.71
sample_5582,0.182,0.864,0.897,0.402,0.734,0.701
sample_5583,0.182,0.863,0.902,0.402,0.76,0.697
sample_5584,0.182,0.863,0.892,0.399,0.742,0.7
sample_5585,0.182,0.86,0.911,0.4,0.713,0.693
sample_5586,0.182,0.861,0.917,0.395,0.745,0.693
sample_5587,0.182,0.869,0.901,0.391,0.753,0.7
sample_5588,0.182,0.874,0.9,0.394,0.735,0.698
sample_5589,0.182,0.876,0.904,0.388,0.711,0.699
sample_5590,0.182,0.878,0.909,0.386,0.718,0.697
sample_5591,0.182,0.875,0.907,0.392,0.749,0.695
sample_5592,0.182,0.875,0.896,0.4,0.738,0.7
sample_5593,0.182,0.874,0.893,0.401,0.715,0.702
sample_5594,0.182,0.869,0.915,0.396,0.736,0.694
sample_5595,0.182,0.868,0.915,0.398,0.757,0.693
sample_5596,0.182,0.872,0.899,0.405,0.744,0.698
sample_5597,0.182,0.879,0.895,0.411,0.749,0.698
sample_5598,0.182,0.881,0.897,0.413,0.749,0.694
sample_5599,0.182,0.886,0.897,0.416,0.733,0.695
sample_5600,0.182,0.898,0.891,0.424,0.733,0.695
sample_5601,0.121,0.905,0.899,0.442,0.733,0.69
sample_5602,0.121,0.907,0.893,0.46,0.739,0.697
sample_5603,0.121,0.903,0.886,0.466,0.734,0.703
sample_5604,0.121,0.897,0.914,0.475,0.711,0.696
sample_5605,0.121,0.896,0.905,0.49,0.707,0.703
sample_5606,0.121,0.892,0.902,0.495,0.739,0.699
sample_5607,0.121,0.885,0.911,0.493,0.754,0.694
sample_5608,0.121,0.881,0.9,0.499,0.727,0.693
sample_5609,0.121,0.881,0.894,0.507,0.726,0.693
sample_5610,0.121,0.875,0.902,0.519,0.73,0.69
sample_5611,0.121,0.869,0.904,0.548,0.736,0.684
sample_5612,0.121,0.871,0.896,0.577,0.752,0.685
sample_5613,0.121,0.873,0.896,0.59,0.738,0.691
sample_5614,0.121,0.871,0.89,0.608,0.718,0.695
sample_5615,0.121,0.869,0.887,0.637,0.729,0.694
sample_5616,0.121,0.87,0.893,0.652,0.739,0.692
sample_5617,0.121,0.866,0.896,0.662,0.739,0.694
sample_5618,0.121,0.863,0.902,0.657,0.727,0.695
sample_5619,0.121,0.86,0.91,0.654,0.722,0.698
sample_5620,0.121,0.857,0.907,0.665,0.735,0.7
sample_5621,0.0837,0.856,0.901,0.67,0.725,0.695
sample_5622,0.0837,0.857,0.897,0.668,0.721,0.694
sample_5623,0.0837,0.856,0.902,0.67,0.725,0.693
sample_5624,0.0837,0.853,0.904,0.669,0.716,0.698
sample_5625,0.0837,0.853,0.908,0.658,0.717,0.701
sample_5626,0.0837,0.855,0.925,0.645,0.707,0.694
sample_5627,0.0837,0.856,0.912,0.644,0.73,0.696
sample_5628,0.0837,0.854,0.891,0.641,0.73,0.706
sample_5629,0.0837,0.854,0.9,0.635,0.723,0.71
sample_5630,0.0837,0.852,0.895,0.632,0.733,0.707
sample_5631,0.0837,0.852,0.881,0.626,0.74,0.706
sample_5632,0.0837,0.85,0.885,0.622,0.753,0.703
sample_5633,0.0837,0.851,0.883,0.62,0.724,0.702
sample_5634,0.0837,0.854,0.881,0.62,0.731,0.705
sample_5635,0.0837,0.855,0.894,0.618,0.731,0.7
sample_5636,0.0837,0.852,0.9,0.619,0.73,0.7
sample_5637,0.0837,0.851,0.904,0.622,0.768,0.698
sample_5638,0.0837,0.849,0.919,0.611,0.728,0.694
sample_5639,0.0837,0.844,0.916,0.594,0.715,0.694
sample_5640,0.0837,0.845,0.905,0.586,0.73,0.695
sample_5641,0.273,0.848,0.893,0.576,0.712,0.705
sample_5642,0.273,0.852,0.893,0.564,0.727,0.708
sample_5643,0.273,0.854,0.905,0.55,0.724,0.703
sample_5644,0.273,0.853,0.898,0.539,0.725,0.7
sample_5645,0.273,0.855,0.886,0.534,0.734,0.7
sample_5646,0.273,0.858,0.894,0.527,0.724,0.696
sample_5647,0.273,0.859,0.901,0.521,0.748,0.692
sample_5648,0.273,0.857,0.899,0.517,0.756,0.698
sample_5649,0.273,0.855,0.893,0.514,0.746,0.707
sample_5650,0.273,0.856,0.879,0.51,0.738,0.714
sample_5651,0.273,0.86,0.877,0.502,0.72,0.713
sample_5652,0.273,0.864,0.874,0.49,0.747,0.71
sample_5653,0.273,0.863,0.893,0.486,0.748,0.698
sample_5654,0.273,0.856,0.902,0.49,0.723,0.696
sample_5655,0.273,0.852,0.89,0.485,0.714,0.706
sample_5656,0.273,0.851,0.897,0.477,0.711,0.705
sample_5657,0.273,0.851,0.898,0.478,0.749,0.7
sample_5658,0.273,0.854,0.9,0.469,0.752,0.7
sample_5659,0.273,0.861,0.891,0.464,0.739,0.706
sample_5660,0.273,0.87,0.886,0.467,0.72,0.706
sample_5661,0.214,0.874,0.898,0.465,0.719,0.698
sample_5662,0.214,0.877,0.903,0.465,0.741,0.696
sample_5663,0.214,0.876,0.892,0.474,0.722,0.698
sample_5664,0.214,0.873,0.891,0.487,0.738,0.695
sample_5665,0.214,0.871,0.906,0.484,0.722,0.696
sample_5666,0.214,0.872,0.905,0.482,0.698,0.698
sample_5667,0.214,0.871,0.9,0.488,0.728,0.696
sample_5668,0.214,0.866,0.899,0.49,0.718,0.698
sample_5669,0.214,0.863,0.911,0.48,0.725,0.694
sample_5670,0.214,0.863,0.913,0.476,0.731,0.693
sample_5671,0.214,0.865,0.907,0.482,0.712,0.693
sample_5672,0.214,0.868,0.897,0.48,0.746,0.701
sample_5673,0.214,0.868,0.896,0.474,0.716,0.703
sample_5674,0.214,0.865,0.903,0.466,0.694,0.699
sample_5675,0.214,0.863,0.899,0.473,0.732,0.696
sample_5676,0.214,0.858,0.899,0.475,0.752,0.695
sample_5677,0.214,0.851,0.911,0.466,0.771,0.695
sample_5678,0.214,0.848,0.915,0.467,0.75,0.696
sample_5679,0.214,0.853,0.909,0.464,0.724,0.697
sample_5680,0.214,0.863,0.898,0.454,0.728,0.701
sample_5681,0.182,0.871,0.896,0.456,0.719,0.702
sample_5682,0.182,0.873,0.901,0.455,0.729,0.702
sample_5683,0.182,0.874,0.903,0.448,0.762,0.702
sample_5684,0.182,0.874,0.906,0.457,0.758,0.696
sample_5685,0.182,0.872,0.897,0.46,0.755,0.696
sample_5686,0.182,0.863,0.889,0.455,0.723,0.701
sample_5687,0.182,0.852,0.899,0.461,0.693,0.697
sample_5688,0.182,0.847,0.895,0.46,0.709,0.699
sample_5689,0.182,0.845,0.89,0.456,0.721,0.704
sample_5690,0.182,0.846,0.902,0.452,0.747,0.702
sample_5691,0.182,0.845,0.9,0.446,0.768,0.704
sample_5692,0.182,0.843,0.909,0.44,0.734,0.702
sample_5693,0.182,0.841,0.907,0.432,0.715,0.705
sample_5694,0.182,0.84,0.882,0.427,0.729,0.71
sample_5695,0.182,0.839,0.886,0.421,0.73,0.703
sample_5696,0.182,0.844,0.896,0.417,0.743,0.697
sample_5697,0.182,0.85,0.884,0.41,0.758,0.705
sample_5698,0.182,0.854,0.887,0.413,0.753,0.71
sample_5699,0.182,0.862,0.894,0.421,0.756,0.704
sample_5700,0.182,0.867,0.902,0.426,0.711,0.695
sample_5701,0.169,0.864,0.903,0.439,0.666,0.693
sample_5702,0.169,0.861,0.904,0.451,0.686,0.692
sample_5703,0.169,0.862,0.9,0.455,0.721,0.697
sample_5704,0.169,0.86,0.896,0.458,0.768,0.699
sample_5705,0.169,0.857,0.902,0.452,0.787,0.7
sample_5706,0.169,0.858,0.898,0.44,0.752,0.701
sample_5707,0.169,0.858,0.893,0.433,0.722,0.698
sample_5708,0.169,0.857,0.887,0.438,0.719,0.697
sample_5709,0.169,0.857,0.888,0.444,0.716,0.696
sample_5710,0.169,0.857,0.899,0.447,0.726,0.691
sample_5711,0.169,0.853,0.904,0.456,0.732,0.692
sample_5712,0.169,0.853,0.894,0.454,0.727,0.701
sample_5713,0.169,0.854,0.889,0.44,0.76,0.704
sample_5714,0.169,0.85,0.907,0.427,0.768,0.696
sample_5715,0.169,0.852,0.911,0.423,0.73,0.696
sample_5716,0.169,0.861,0.91,0.422,0.716,0.693
sample_5717,0.169,0.865,0.893,0.43,0.731,0.695
sample_5718,0.169,0.871,0.887,0.432,0.73,0.7
sample_5719,0.169,0.881,0.905,0.44,0.756,0.693
sample_5720,0.169,0.888,0.898,0.459,0.767,0.692
sample_5721,0.156,0.894,0.891,0.461,0.758,0.694
sample_5722,0.156,0.897,0.905,0.469,0.741,0.688
sample_5723,0.156,0.896,0.903,0.483,0.649,0.69
sample_5724,0.156,0.894,0.901,0.485,0.65,0.694
sample_5725,0.156,0.885,0.901,0.489,0.737,0.699
sample_5726,0.156,0.877,0.901,0.492,0.73,0.703
sample_5727,0.156,0.874,0.9,0.487,0.761,0.703
sample_5728,0.156,0.871,0.897,0.478,0.79,0.702
sample_5729,0.156,0.868,0.9,0.47,0.782,0.699
sample_5730,0.156,0.867,0.897,0.468,0.771,0.705
sample_5731,0.156,0.868,0.893,0.464,0.757,0.706
sample_5732,0.156,0.87,0.896,0.462,0.742,0.694
sample_5733,0.156,0.87,0.905,0.476,0.694,0.69
sample_5734,0.156,0.869,0.915,0.501,0.664,0.684
sample_5735,0.156,0.87,0.898,0.518,0.696,0.689
sample_5736,0.156,0.869,0.89,0.522,0.729,0.698
sample_5737,0.156,0.865,0.907,0.518,0.746,0.698
sample_5738,0.156,0.859,0.915,0.515,0.738,0.7
sample_5739,0.156,0.85,0.923,0.512,0.718,0.7
sample_5740,0.156,0.849,0.921,0.511,0.729,0.7
sample_5741,0.188,0.858,0.912,0.504,0.761,0.697
sample_5742,0.188,0.872,0.899,0.489,0.738,0.698
sample_5743,0.188,0.883,0.888,0.475,0.727,0.703
sample_5744,0.188,0.891,0.899,0.484,0.751,0.697
sample_5745,0.188,0.898,0.894,0.502,0.756,0.694
sample_5746,0.188,0.897,0.89,0.513,0.736,0.693
sample_5747,0.188,0.887,0.898,0.528,0.708,0.69
sample_5748,0.188,0.876,0.906,0.532,0.71,0.688
sample_5749,0.188,0.867,0.902,0.523,0.705,0.7
sample_5750,0.188,0.861,0.897,0.527,0.712,0.704
sample_5751,0.188,0.857,0.898,0.526,0.72,0.704
sample_5752,0.188,0.855,0.905,0.505,0.723,0.705
sample_5753,0.188,0.851,0.916,0.499,0.723,0.7
sample_5754,0.188,0.842,0.9,0.495,0.726,0.703
sample_5755,0.188,0.837,0.887,0.482,0.75,0.711
